corp_ticker,name,recept_no,flr_nm,recept_date,rm
331520,사업보고서 (2024.12),20250318000970,밸로프,20250318,연
199480,[기재정정]사업보고서 (2024.12),20250331002789,뱅크웨어글로벌,20250331,연
438700,사업보고서 (2024.12),20250324000720,버넥트,20250324,연
066410,사업보고서 (2024.12),20250328001184,버킷스튜디오,20250328,연
066410,[기재정정]사업보고서 (2023.12),20250307001141,버킷스튜디오,20250307,연
066410,[기재정정]사업보고서 (2022.12),20250307001124,버킷스튜디오,20250307,연
002410,[기재정정]사업보고서 (2024.12),20250814003868,범양건영,20250814,연
002410,[기재정정]사업보고서 (2023.12),20250605000503,범양건영,20250605,연
002410,[기재정정]사업보고서 (2022.12),20250605000501,범양건영,20250605,연
002410,[기재정정]사업보고서 (2021.12),20250605000491,범양건영,20250605,연
002410,[기재정정]사업보고서 (2020.12),20250605000472,범양건영,20250605,연
382900,사업보고서 (2024.12),20250320001547,범한퓨얼셀,20250320,연
206400,사업보고서 (2024.12),20250317000404,베노티앤알,20250317,연
019010,[기재정정]사업보고서 (2024.12),20250814001355,베뉴지,20250814,연
177350,사업보고서 (2024.12),20250320000966,베셀,20250320,연
457600,사업보고서 (2024.12),20250317000775,벡트,20250317,연
424760,사업보고서 (2024.12),20250318000457,벨로크,20250318,
007210,사업보고서 (2024.12),20250321001224,벽산,20250321,연
225530,사업보고서 (2024.12),20250318001123,HC보광산업,20250318,연
250000,사업보고서 (2024.12),20250319000700,보라티알,20250319,연
002760,사업보고서 (2024.12),20250321000822,보락,20250321,
003850,사업보고서 (2024.12),20250320001237,보령,20250320,연
310210,사업보고서 (2024.12),20250320001039,보로노이,20250320,연
006910,사업보고서 (2024.12),20250319000901,보성파워텍,20250319,
000890,사업보고서 (2024.12),20250318001002,보해양조,20250318,연
226340,[기재정정]사업보고서 (2024.12),20250523000500,본느,20250523,연
226340,[기재정정]사업보고서 (2023.12),20250305000472,본느,20250305,연
226340,[기재정정]사업보고서 (2022.12),20250305000334,본느,20250305,연
008470,사업보고서 (2024.12),20250314000761,부스타,20250314,연
003000,사업보고서 (2024.12),20250318000877,부광약품,20250318,연
001270,[기재정정]사업보고서 (2024.12),20250813001187,부국증권,20250813,연
026940,사업보고서 (2024.12),20250320000887,부국철강,20250320,
014470,사업보고서 (2024.12),20250320001612,부방,20250320,연
011390,사업보고서 (2024.12),20250320000250,부산산업,20250320,연
005030,[기재정정]사업보고서 (2024.12),20250521000343,부산주공,20250521,
005030,[기재정정]사업보고서 (2023.12),20250521000331,부산주공,20250521,
338220,사업보고서 (2024.12),20250320000289,뷰노,20250320,연
100120,사업보고서 (2024.12),20250321000845,뷰웍스,20250321,연
406820,사업보고서 (2024.12),20250320001431,뷰티스킨,20250320,연
099390,사업보고서 (2024.12),20250321000306,브레인즈컴퍼니,20250321,연
064480,사업보고서 (2024.12),20250318000283,브리지텍,20250318,
288330,사업보고서 (2024.12),20250321001906,파라택시스코리아,20250321,연
365900,사업보고서 (2024.12),20250319000403,브이씨,20250319,연
089970,[기재정정]사업보고서 (2024.12),20250814002358,브이엠,20250814,연
251630,사업보고서 (2024.12),20250318000625,브이원텍,20250318,연
018290,사업보고서 (2024.12),20250319000919,브이티,20250319,연
478560,사업보고서 (2024.12),20250321001674,블랙야크아이앤씨,20250321,
439580,사업보고서 (2024.12),20250321001784,블루엠텍,20250321,연
033560,사업보고서 (2024.12),20250313001159,블루콤,20250313,연
369370,사업보고서 (2024.12),20250320001201,블리츠웨이엔터테인먼트,20250320,연
126340,사업보고서 (2024.12),20250313000631,비나텍,20250313,연
121800,사업보고서 (2024.12),20250321000629,비덴트,20250321,연
121800,[기재정정]사업보고서 (2021.12),20250109000166,비덴트,20250109,
082800,사업보고서 (2024.12),20250320000978,비보존 제약,20250320,연
318410,사업보고서 (2024.12),20250321000809,비비씨,20250321,연
002070,사업보고서 (2024.12),20250321001351,비비안,20250321,연
100220,사업보고서 (2024.12),20250320001015,비상교육,20250320,연
419540,사업보고서 (2024.12),20250321000741,비스토스,20250321,
146320,사업보고서 (2024.12),20250318000823,비씨엔씨,20250318,연
200780,[기재정정]사업보고서 (2024.12),20250402001217,비씨월드제약,20250402,연
413640,사업보고서 (2024.12),20250320000988,비아이매트릭스,20250320,
141000,[기재정정]사업보고서 (2024.12),20250814000583,비아트론,20250814,연
090460,[기재정정]사업보고서 (2024.12),20250326000026,비에이치,20250326,연
083650,사업보고서 (2024.12),20250314001420,비에이치아이,20250314,연
139050,사업보고서 (2024.12),20250407004384,BF랩스,20250407,연
139050,사업보고서제출기한연장신고서 (2024.12),20250321001768,BF랩스,20250321,
065170,사업보고서 (2024.12),20250321001659,비엘팜텍,20250321,연
086670,사업보고서 (2024.12),20250321001120,비엠티,20250321,연
335890,사업보고서 (2024.12),20250317000468,비올,20250317,
230980,[기재정정]사업보고서 (2024.12),20250814004420,비유테크놀러지,20250814,연
126600,사업보고서 (2024.12),20250318001010,BGF에코머티리얼즈,20250318,연
082920,사업보고서 (2024.12),20250318000663,비츠로셀,20250318,연
054220,[기재정정]사업보고서 (2024.12),20250814000789,비츠로시스,20250814,연
042370,사업보고서 (2024.12),20250321001569,비츠로테크,20250321,연
050090,사업보고서 (2024.12),20250320000577,비케이홀딩스,20250320,
148780,사업보고서 (2024.12),20250321000642,비큐AI,20250321,연
307870,[기재정정]사업보고서 (2024.12),20250814001704,비투엔,20250814,연
377030,사업보고서 (2024.12),20250317000727,비트맥스,20250317,연
032850,사업보고서 (2024.12),20250317000141,비트컴퓨터,20250317,연
238200,사업보고서 (2024.12),20250312001009,비피도,20250312,연
093190,사업보고서 (2024.12),20250311000820,빅솔론,20250311,연
065450,사업보고서 (2024.12),20250318000571,빅텍,20250318,연
044480,사업보고서 (2024.12),20250312001143,빌리언스,20250313,연
005180,사업보고서 (2024.12),20250312000859,빙그레,20250312,연
069540,[기재정정]사업보고서 (2024.12),20250407004150,빛과전자,20250407,연
072950,사업보고서 (2024.12),20250318000318,빛샘전자,20250318,연
451250,사업보고서 (2024.12),20250320001627,삐아,20250320,연
143240,사업보고서 (2024.12),20250314001754,사람인,20250314,연
466410,사업보고서 (2024.12),20250321000813,사이냅소프트,20250321,
003960,사업보고서 (2024.12),20250312000891,사조대림,20250312,연
008040,사업보고서 (2024.12),20250312000522,사조동아원,20250312,
007160,사업보고서 (2024.12),20250312000903,사조산업,20250312,연
014710,사업보고서 (2024.12),20250311000913,사조씨푸드,20250311,연
006090,[기재정정]사업보고서 (2024.12),20250703000352,사조오양,20250703,
452430,[기재정정]사업보고서 (2024.12),20250819000237,사피엔반도체,20250819,
419120,사업보고서 (2024.12),20250318000782,산돌,20250318,연
062040,[기재정정]사업보고서 (2024.12),20250328001583,산일전기,20250328,
122350,사업보고서 (2024.12),20250318001137,삼기,20250318,연
419050,사업보고서 (2024.12),20250318001156,삼기에너지솔루션즈,20250318,연
014970,사업보고서 (2024.12),20250320000980,삼륭물산,20250320,연
018310,사업보고서 (2024.12),20250320001557,삼목에스폼,20250320,연
053700,사업보고서 (2024.12),20250320001598,삼보모터스,20250320,연
009620,사업보고서 (2024.12),20250321001475,삼보산업,20250321,연
023600,사업보고서 (2024.12),20250320000229,삼보판지,20250320,연
001470,[기재정정]사업보고서 (2024.12),20250814002051,삼부토건,20250814,연
001470,사업보고서제출기한연장신고서 (2024.12),20250321001845,삼부토건,20250321,
028050,[기재정정]사업보고서 (2024.12),20250814003670,삼성E&A,20250814,연
448730,사업보고서 (2025.07),20251002000153,삼성FN리츠,20251002,
448730,사업보고서 (2025.04),20250710000299,삼성FN리츠,20250710,
448730,사업보고서 (2025.01),20250414001082,삼성FN리츠,20250414,
448730,사업보고서 (2024.10),20250108000357,삼성FN리츠,20250108,
006400,사업보고서 (2024.12),20250311001275,삼성SDI,20250311,연
006660,사업보고서 (2024.12),20250320001319,삼성공조,20250320,연
439250,사업보고서 (2024.12),20250312001022,삼성기업인수목적7호,20250312,
028260,[기재정정]사업보고서 (2024.12),20250814002350,삼성물산,20250814,연
207940,[기재정정]사업보고서 (2024.12),20250814004283,삼성바이오로직스,20250814,연
032830,[기재정정]사업보고서 (2024.12),20250331004004,삼성생명,20250331,연
018260,사업보고서 (2024.12),20250311001129,삼성에스디에스,20250311,연
009150,사업보고서 (2024.12),20250311001190,삼성전기,20250311,연
005930,사업보고서 (2024.12),20250311001085,삼성전자,20250311,연
001360,[기재정정]사업보고서 (2024.12),20250814003559,삼성제약,20250814,
010140,[기재정정]사업보고서 (2024.12),20250319000397,삼성중공업,20250319,연
016360,사업보고서 (2024.12),20250306000628,삼성증권,20250306,연
068290,[기재정정]사업보고서 (2024.12),20251114002511,삼성출판사,20251114,
029780,사업보고서 (2024.12),20250312000920,삼성카드,20250312,연
000810,[기재정정]사업보고서 (2024.12),20250328001868,삼성화재해상보험,20250328,연
006110,사업보고서 (2024.12),20250313001287,삼아알미늄,20250313,연
009300,사업보고서 (2024.12),20250320001308,삼아제약,20250320,연
145990,사업보고서 (2024.12),20250319000739,삼양사,20250319,연
003230,[기재정정]사업보고서 (2022.12),20251112000498,삼양식품,20251112,연
003230,사업보고서 (2024.12),20250318001186,삼양식품,20250318,연
482630,사업보고서 (2024.12),20250317000630,삼양엔씨켐,20250317,
036670,사업보고서 (2024.12),20250313000916,삼양케이씨아이,20250313,
002170,사업보고서 (2024.12),20250321001357,삼양통상,20250321,연
272550,사업보고서 (2024.12),20250318001393,삼양패키징,20250318,연
000070,사업보고서 (2024.12),20250320000941,삼양홀딩스,20250320,연
060310,사업보고서 (2025.03),20250618000208,3S,20250618,연
002810,사업보고서 (2024.12),20250318000675,삼영무역,20250318,연
003720,사업보고서 (2024.12),20250320000750,삼영,20250320,연
361670,사업보고서 (2024.12),20250314001721,삼영에스앤씨,20250314,
054540,사업보고서 (2024.12),20250321000394,삼영엠텍,20250321,연
065570,[기재정정]사업보고서 (2024.12),20250814004169,삼영이엔씨,20250814,
065570,사업보고서제출기한연장신고서 (2024.12),20250321000714,삼영이엔씨,20250321,
005680,[기재정정]사업보고서 (2024.12),20250320001464,삼영전자공업,20250320,연
023000,사업보고서 (2024.12),20250314000520,삼원강재,20250314,
004380,사업보고서 (2024.12),20250313001328,삼익THK,20250313,연
002450,[기재정정]사업보고서 (2024.12),20250710000455,삼익악기,20250710,연
032280,사업보고서 (2024.12),20250314001041,삼일,20250314,
002290,사업보고서 (2024.12),20250320001455,삼일기업공사,20250320,
004440,사업보고서 (2024.12),20250320001188,삼일씨엔에스,20250320,
000520,[기재정정]사업보고서 (2024.12),20250328001724,삼일제약,20250328,연
009770,사업보고서 (2024.12),20250327001293,삼정펄프,20250327,
009770,사업보고서제출기한연장신고서 (2024.12),20250320000858,삼정펄프,20250320,
037460,사업보고서 (2024.12),20250313001096,삼지전자,20250313,연
032750,[기재정정]사업보고서 (2024.12),20250325000593,삼진,20250325,연
054090,[기재정정]사업보고서 (2024.12),20250327001009,삼진엘앤디,20250327,연
005500,사업보고서 (2024.12),20250313001200,삼진제약,20250313,
000250,[기재정정]사업보고서 (2024.12),20250324000897,삼천당제약,20250324,연
004690,[기재정정]사업보고서 (2024.12),20250813001129,삼천리,20250813,연
024950,사업보고서 (2024.12),20250313000648,삼천리자전거,20250313,연
038500,사업보고서 (2024.12),20250321001354,삼표시멘트,20250321,연
437730,사업보고서 (2024.12),20250320000972,삼현,20250320,연
017480,사업보고서 (2024.12),20250310000287,삼현철강,20250310,
010960,사업보고서 (2024.12),20250317000096,삼호개발,20250317,연
046390,사업보고서 (2024.12),20250320000129,삼화네트웍스,20250320,연
004450,사업보고서 (2024.12),20250320000947,삼화왕관,20250320,연
009470,사업보고서 (2024.12),20250313000817,삼화전기,20250313,연
011230,사업보고서 (2024.12),20250313000955,삼화전자공업,20250313,연
001820,사업보고서 (2024.12),20250313000953,삼화콘덴서공업,20250313,연
000390,사업보고서 (2024.12),20250312000816,삼화페인트공업,20250312,연
027580,사업보고서 (2024.12),20250317000563,상보,20250317,연
038540,사업보고서 (2024.12),20250318000765,상상인,20250318,연
001290,사업보고서 (2024.12),20250318001083,상상인증권,20250318,연
041650,사업보고서 (2024.12),20250314001195,상신브레이크,20250314,연
091580,[기재정정]사업보고서 (2024.12),20250331002207,상신이디피,20250331,연
263810,사업보고서 (2024.12),20250311000782,상신전자,20250311,연
089980,사업보고서 (2024.12),20250317000962,상아프론테크,20250317,연
042940,[기재정정]사업보고서 (2024.12),20250812000779,상지건설,20250812,연
042600,사업보고서 (2024.12),20250318000898,새로닉스,20250318,연
075180,사업보고서 (2024.12),20250321000868,새론오토모티브,20250321,연
107600,사업보고서 (2024.12),20250307001117,새빗켐,20250307,
411080,[기재정정]사업보고서 (2024.12),20250408003097,샌즈랩,20250408,
252990,사업보고서 (2024.12),20250318000090,샘씨엔에스,20250318,
007540,[기재정정]사업보고서 (2024.12),20250814000253,샘표,20250814,연
248170,사업보고서 (2024.12),20250314000817,샘표식품,20250314,연
378800,사업보고서 (2024.12),20250317001026,샤페론,20250317,연
294630,사업보고서 (2024.12),20250318000674,서남,20250318,
038070,[첨부추가]사업보고서 (2024.12),20250318001335,서린바이오,20250318,연
006730,사업보고서 (2024.12),20250318001411,서부T&D,20250318,연
079650,사업보고서 (2024.12),20250317000347,서산,20250317,연
100660,사업보고서 (2024.12),20250312000249,서암기계공업,20250312,
007860,사업보고서 (2024.12),20250318001318,서연,20250318,연
200880,[기재정정]사업보고서 (2024.12),20250331003613,서연이화,20250331,연
019770,사업보고서 (2024.12),20250313001230,서연탑메탈,20250313,연
017390,[기재정정]사업보고서 (2024.12),20250703000161,서울도시가스,20250703,연
043710,사업보고서 (2024.12),20250314001083,서울리거,20250314,연
092190,사업보고서 (2024.12),20250319001111,서울바이오시스,20250319,연
046890,[기재정정]사업보고서 (2024.12),20250327001143,서울반도체,20250327,연
031210,사업보고서 (2024.12),20250324000440,서울보증보험,20250324,연
004410,사업보고서 (2024.12),20250320000850,서울식품공업,20250320,
063170,사업보고서 (2024.12),20250321001666,서울옥션,20250321,연
027040,사업보고서 (2024.12),20250320001197,서울전자통신,20250320,연
018680,사업보고서 (2024.12),20250320001077,서울제약,20250320,
036120,[기재정정]사업보고서 (2024.12),20250328002317,서울평가정보,20250328,연
021050,사업보고서 (2024.12),20250320001156,서원,20250320,연
093920,사업보고서 (2024.12),20250320001139,서원인텍,20250320,연
189860,사업보고서 (2024.12),20250319000540,서전기전,20250319,
178320,[기재정정]사업보고서 (2024.12),20250319001069,서진시스템,20250319,연
122690,사업보고서 (2024.12),20250320000875,서진오토모티브,20250320,연
140070,사업보고서 (2024.12),20250314001246,서플러스글로벌,20250314,연
011370,사업보고서 (2024.12),20250319000985,서한,20250319,연
065710,사업보고서 (2024.12),20250312000874,서호전기,20250312,연
008490,사업보고서 (2024.12),20250320000847,서흥,20250320,연
035890,사업보고서 (2024.12),20250321001971,서희건설,20250321,연
357550,사업보고서 (2024.12),20250319000371,석경에이티,20250319,연
003100,[기재정정]사업보고서 (2024.12),20250321001544,선광,20250321,연
007610,[기재정정]사업보고서 (2024.12),20250926000794,선도전기,20250926,연
067370,[기재정정]사업보고서 (2024.12),20250321001634,선바이오,20250321,
217620,[기재정정]사업보고서 (2024.12),20250814003640,선샤인푸드,20250814,
002820,사업보고서 (2024.12),20250321001205,SUN&L,20250321,연
171090,[기재정정]사업보고서 (2024.12),20250723000058,선익시스템,20250723,연
136490,사업보고서 (2024.12),20250318001380,선진,20250318,연
086710,사업보고서 (2024.12),20250320000733,선진뷰티사이언스,20250320,연
014620,사업보고서 (2024.12),20250320001354,성광벤드,20250320,연
037350,[기재정정]사업보고서 (2024.12),20250814001118,성도이엔지,20250814,연
014910,사업보고서 (2024.12),20250320000385,성문전자,20250320,연
004980,사업보고서 (2024.12),20250312000954,성신양회,20250312,연
011300,사업보고서 (2024.12),20250320000581,성안머티리얼스,20250320,연
458650,[기재정정]사업보고서 (2024.12),20250414002047,성우,20250414,연
081580,사업보고서 (2024.12),20250314001215,성우전자,20250314,연
045300,사업보고서 (2024.12),20250311000729,성우테크론,20250311,연
015750,사업보고서 (2024.12),20250320001214,성우하이텍,20250320,연
365340,[기재정정]사업보고서 (2024.12),20250327001024,성일하이텍,20250327,연
000180,사업보고서 (2024.12),20250317000553,성창기업지주,20250317,연
080470,사업보고서 (2024.12),20250320001322,성창오토텍,20250320,연
043260,사업보고서 (2024.12),20250321001917,성호전자,20250321,연
148150,사업보고서 (2024.12),20250318000536,세경하이테크,20250318,연
002420,사업보고서 (2024.12),20250318000783,세기상사,20250318,
188260,사업보고서 (2024.12),20250318000621,세니젠,20250318,
053060,사업보고서 (2024.12),20250321001029,세동,20250321,연
340440,사업보고서 (2024.12),20250318001020,세림B&G,20250318,
017510,사업보고서 (2024.12),20250317000288,세명전기,20250317,
004360,[기재정정]사업보고서 (2024.12),20250814002055,세방,20250814,연
004490,[첨부추가]사업보고서 (2024.12),20250312000986,세방전지,20250312,연
011560,[기재정정]사업보고서 (2024.12),20250709000440,세보엠이씨,20250709,연
396300,사업보고서 (2024.12),20250321000745,세아메카닉스,20250321,
001430,사업보고서 (2024.12),20250318000465,세아베스틸지주,20250318,연
306200,사업보고서 (2024.12),20250312000987,세아제강,20250312,연
003030,사업보고서 (2024.12),20250317000708,세아제강지주,20250317,연
019440,사업보고서 (2024.12),20250314001717,세아특수강,20250314,연
058650,사업보고서 (2024.12),20250314001645,세아홀딩스,20250314,연
013000,사업보고서 (2024.12),20250321001830,세우글로벌,20250321,
100700,사업보고서 (2024.12),20250320001553,세운메디칼,20250320,연
024830,사업보고서 (2024.12),20250321000870,세원물산,20250321,
091090,[기재정정]사업보고서 (2024.12),20250814002100,세원이앤씨,20250814,연
021820,사업보고서 (2025.06),20250922000199,세원정공,20250922,연
021820,[기재정정]사업보고서 (2024.06),20250808000388,세원정공,20250808,연
067830,사업보고서 (2024.12),20250320000981,세이브존I&C,20250320,
258830,[기재정정]사업보고서 (2024.12),20250728000410,세종메디칼,20250729,연
258830,[기재정정]사업보고서 (2023.12),20250728000408,세종메디칼,20250729,연
258830,[기재정정]사업보고서 (2022.12),20250728000407,세종메디칼,20250729,
258830,사업보고서제출기한연장신고서 (2024.12),20250321001791,세종메디칼,20250321,
036630,[기재정정]사업보고서 (2024.12),20250328001712,세종텔레콤,20250328,연
039310,사업보고서 (2024.12),20250321001670,세중,20250321,
075580,사업보고서 (2024.12),20250318000960,세진중공업,20250318,연
067770,사업보고서 (2024.12),20250314000658,세진티에스,20250314,연
053450,[기재정정]사업보고서 (2020.12),20250929000293,세코닉스,20250929,연
053450,사업보고서 (2024.12),20250320000669,세코닉스,20250320,연
222810,[기재정정]사업보고서 (2024.12),20250814004464,세토피아,20250814,연
222810,사업보고서제출기한연장신고서 (2024.12),20250321001594,세토피아,20250321,
252500,사업보고서 (2024.12),20250320000957,세화피앤씨,20250320,
321370,사업보고서 (2024.12),20250319000692,센서뷰,20250319,연
347000,사업보고서 (2024.12),20250318000725,센코,20250318,연
331920,[기재정정]사업보고서 (2024.12),20250319000918,셀레믹스,20250319,연
352770,사업보고서 (2024.12),20250407000165,셀레스트라,20250407,연
352770,사업보고서제출기한연장신고서 (2024.12),20250320001554,셀레스트라,20250320,
471820,사업보고서 (2024.12),20250321001844,셀로맥스사이언스,20250321,
049180,[기재정정]사업보고서 (2024.12),20250331003364,셀루메드,20250331,연
299660,사업보고서 (2024.12),20250318001435,셀리드,20250318,
108860,사업보고서 (2024.12),20250321000597,셀바스AI,20250321,연
208370,사업보고서 (2024.12),20250320000144,셀바스헬스케어,20250320,연
318160,사업보고서 (2024.12),20250318001333,셀바이오휴먼텍,20250318,연
308430,사업보고서 (2024.12),20250320000939,셀비온,20250320,
068270,사업보고서 (2024.12),20250317000929,셀트리온,20250317,연
068760,[기재정정]사업보고서 (2024.12),20250324000587,셀트리온제약,20250324,
068940,[기재정정]사업보고서 (2024.12),20250811000476,셀피글로벌,20250811,연
007720,사업보고서 (2024.12),20250320000877,소노스퀘어,20250320,연
060230,사업보고서 (2024.12),20250324000005,제이케이시냅스,20250324,연
290690,사업보고서 (2024.12),20250318000971,소룩스,20250318,
290690,[기재정정]사업보고서 (2023.12),20250317000961,소룩스,20250317,
950200,사업보고서 (2024.12),20250321001717,소마젠,20250321,연
032680,사업보고서 (2024.12),20250320001159,소프트센,20250320,연
258790,사업보고서 (2024.12),20250320000252,소프트캠프,20250320,연
066910,[기재정정]사업보고서 (2024.12),20250730000271,손오공,20250730,연
215090,[기재정정]사업보고서 (2024.12),20250814002679,솔디펜스,20250814,
215090,사업보고서제출기한연장신고서 (2024.12),20250321001244,솔디펜스,20250321,
336370,[기재정정]사업보고서 (2024.12),20251121000498,솔루스첨단소재,20251121,연
248070,[기재정정]사업보고서 (2024.12),20250813001277,솔루엠,20250813,연
035610,[기재정정]사업보고서 (2024.12),20250702000570,솔본,20250702,연
357780,사업보고서 (2024.12),20250317000913,솔브레인,20250317,연
036830,사업보고서 (2024.12),20250318001278,솔브레인홀딩스,20250318,연
304100,사업보고서 (2024.12),20250319000507,솔트룩스,20250319,연
328380,사업보고서 (2024.12),20250319000038,솔트웨어,20250319,연
004430,[기재정정]사업보고서 (2024.12),20250311000263,송원산업,20250311,연
086980,사업보고서 (2024.12),20250317000833,쇼박스,20250317,연
017550,사업보고서 (2024.12),20250321001765,수산세보틱스,20250321,연
050960,사업보고서 (2024.12),20250321001038,수산아이앤티,20250321,
126720,[기재정정]사업보고서 (2024.12),20250814003023,수산인더스트리,20250814,연
084180,사업보고서 (2024.12),20250319000824,수성웹툰,20250319,연
253840,[첨부추가]사업보고서 (2024.12),20250318000986,수젠텍,20250318,연
067160,사업보고서 (2024.12),20250320001172,SOOP,20250320,연
067160,[기재정정]사업보고서 (2021.12),20250310000946,SOOP,20250310,연
067160,[기재정정]사업보고서 (2023.12),20250310000727,SOOP,20250310,연
067160,[기재정정]사업보고서 (2022.12),20250310000722,SOOP,20250310,연
067160,[기재정정]사업보고서 (2020.12),20250310000703,SOOP,20250310,연
067160,[기재정정]사업보고서 (2019.12),20250310000698,SOOP,20250310,연
298830,사업보고서 (2024.12),20250319000430,슈어소프트테크,20250319,연
236200,사업보고서 (2024.12),20250317000982,슈프리마,20250317,연
094840,사업보고서 (2024.12),20250317000777,슈프리마에이치큐,20250317,연
192440,[기재정정]사업보고서 (2024.12),20250814004041,슈피겐코리아,20250814,연
424960,사업보고서 (2024.12),20250318000896,스마트레이더시스템,20250318,연
099440,[기재정정]사업보고서 (2024.12),20250814003888,스맥,20250814,연
357880,[기재정정]사업보고서 (2024.12),20250515002382,SKAI,20250515,연
276040,사업보고서 (2024.12),20250320001446,스코넥,20250320,연
159910,사업보고서 (2024.12),20250321001413,에코글로우,20250321,연
204210,[기재정정]사업보고서 (2024.12),20251113001024,스타에스엠리츠,20251113,연
204210,사업보고서제출기한연장신고서 (2024.12),20250321001672,스타에스엠리츠,20250321,
060240,사업보고서 (2024.12),20250407004376,스타코링크,20250407,연
060240,사업보고서제출기한연장신고서 (2024.12),20250321000874,스타코링크,20250321,
115570,사업보고서 (2024.12),20250321000771,스타플렉스,20250321,연
330730,사업보고서 (2024.12),20250320001068,스톤브릿지벤처스,20250320,
352090,사업보고서 (2024.12),20250321001827,스톰테크,20250321,연
204630,[기재정정]사업보고서 (2024.12),20250814003087,스튜디오산타클로스,20250814,연
204630,사업보고서제출기한연장신고서 (2024.12),20250320001415,스튜디오산타클로스,20250320,
253450,사업보고서 (2024.12),20250319000636,스튜디오드래곤,20250319,연
408900,사업보고서 (2024.12),20250313001376,스튜디오미르,20250313,연
415380,사업보고서 (2024.12),20250320000842,스튜디오삼익,20250320,
026890,사업보고서 (2024.12),20250320001381,스틱인베스트먼트,20250320,연
013810,사업보고서 (2024.12),20250318001037,스페코,20250318,연
347700,사업보고서 (2024.12),20250317000467,스피어,20250317,연
049830,사업보고서 (2024.12),20250311000396,승일,20250311,
020710,사업보고서 (2024.12),20250318000567,시공테크,20250318,연
033170,사업보고서 (2024.12),20250320000971,시그네틱스,20250320,연
048870,[기재정정]사업보고서 (2024.12),20250321000274,시너지이노베이션,20250321,연
025320,사업보고서 (2024.12),20250318001412,시노펙스,20250318,연
134790,[기재정정]사업보고서 (2024.12),20250814002709,시디즈,20250814,연
340810,[기재정정]사업보고서 (2024.12),20250718000522,시선AI,20250718,연
269620,사업보고서 (2024.12),20250331004265,시스웍,20250331,연
000480,사업보고서 (2024.12),20250311001197,시알홀딩스,20250311,연
056090,사업보고서 (2024.12),20250320001739,시지메드텍,20250320,연
429270,[기재정정]사업보고서 (2024.12),20250319000290,시지트로닉스,20250319,
418250,사업보고서 (2024.12),20250320001726,시큐레터,20250320,
418250,[기재정정]사업보고서 (2023.12),20250124000646,시큐레터,20250124,
131090,사업보고서 (2024.12),20250318001347,시큐브,20250318,
462870,사업보고서 (2024.12),20250319000952,시프트업,20250319,
016590,사업보고서 (2024.12),20250320001290,신대양제지,20250320,연
290520,사업보고서 (2024.12),20250321000952,신도기연,20250321,연
029530,[기재정정]사업보고서 (2024.12),20250715000025,신도리코,20250715,연
004970,[기재정정]사업보고서 (2024.12),20250515002241,신라교역,20250515,연
001000,사업보고서 (2024.12),20250307001145,신라섬유,20250307,
025870,사업보고서 (2024.12),20250312000927,신라에스지,20250312,연
215600,[기재정정]사업보고서 (2024.12),20250814002387,신라젠,20250814,연
065350,사업보고서 (2024.12),20250318001035,신성델타테크,20250318,연
416180,[첨부정정]사업보고서 (2024.12),20250319000004,신성에스티,20250319,연
011930,사업보고서 (2024.12),20250318001079,신성이엔지,20250318,연
005390,사업보고서 (2025.06),20250918000334,신성통상,20250918,연
004170,사업보고서 (2024.12),20250312001128,신세계,20250312,연
035510,사업보고서 (2024.12),20250317000967,신세계I&C,20250317,연
031430,[기재정정]사업보고서 (2024.12),20250313000018,신세계인터내셔날,20250313,연
031440,사업보고서 (2024.12),20250317000635,신세계푸드,20250317,연
006880,사업보고서 (2024.12),20250318001436,신송홀딩스,20250318,연
162300,사업보고서 (2024.12),20250318000716,신스틸,20250318,연
290560,[기재정정]사업보고서 (2024.12),20250319000365,신시웨이,20250319,
002800,사업보고서 (2024.12),20250318000443,신신제약,20250318,연
005800,사업보고서 (2024.12),20250313000876,신영와코루,20250313,연
001720,[기재정정]사업보고서 (2025.03),20250829000681,신영증권,20250829,연
009270,[기재정정]사업보고서 (2024.12),20250814002561,신원,20250814,연
017000,사업보고서 (2024.12),20250321000362,신원종합개발,20250321,
002700,사업보고서 (2024.12),20250320000612,신일전자,20250320,
012790,사업보고서 (2024.12),20250314001269,신일제약,20250314,
138070,사업보고서 (2024.12),20250320001556,신진에스엠,20250320,연
226330,사업보고서 (2024.12),20250320001651,신테카바이오,20250320,연
002870,[기재정정]사업보고서 (2024.12),20250813000090,신풍,20250813,연
019170,[기재정정]사업보고서 (2024.12),20250814002067,신풍제약,20250814,연
481850,[기재정정]사업보고서 (2025.08),20251120000571,신한글로벌액티브리츠,20251120,연
481850,사업보고서 (2025.02),20250514001235,신한글로벌액티브리츠,20250514,연
055550,사업보고서 (2024.12),20250318000993,신한지주,20250318,연
404990,사업보고서 (2025.06),20250910000615,신한서부티엔디리츠,20250910,연
404990,사업보고서 (2024.12),20250312000416,신한서부티엔디리츠,20250312,연
293940,사업보고서 (2025.09),20251202000364,신한알파리츠,20251202,연
293940,사업보고서 (2025.03),20250611000550,신한알파리츠,20250611,연
056700,[기재정정]사업보고서 (2024.12),20250812000068,신화인터텍,20250812,연
187270,[첨부추가]사업보고서 (2024.12),20250321000785,신화콘텍,20250321,연
004080,사업보고서 (2024.12),20250320000945,신흥,20250320,연
243840,사업보고서 (2024.12),20250317000923,신흥에스이씨,20250317,연
